name,IAUID,ra,dec,peakt,peakfilt,peakmag,peakabs,duration,rise,fade,type,redshift,b,A_V
ZTF21aaluoym,SN2021dhy,11:03:29.15,-14:38:20.2,1274.88,r,17.8584,-19.57,20.822,7.685,13.137,SN Ia,0.0664,40.69883199,0.143
ZTF21aaluqkp,SN2021dhx,11:05:10.37,-15:21:10.1,1274.88,r,18.3604,-16.93,49.585,10.732,38.853,SN II,0.02511,40.30726051,0.138
ZTF21aamjgfp,SN2021dqa,10:09:56.17,-19:20:17.5,1280.79,r,18.441,-18.98,27.781,15.816,11.965,SN Ia,0.06558,29.25899094,0.168
ZTF21aamobbh,SN2021dps,08:00:54.09,-02:13:38.5,1271.73,g,17.9184,-19.22,11.862,3.015,8.847,SN Ibn,0.057,14.34232812,0.137
ZTF21aanefkx,SN2021elz,14:00:10.83,-12:18:58.7,1300.9,r,18.4777,-22.06,32.74,29.881,2.859,SLSN-II,0.26,47.17367437,0.226
ZTF21aanyyde,SN2021egg,09:56:41.57,-18:43:59.4,1290.75,r,18.0934,-19.08,26.027,13.603,12.424,SN Ia,0.06,27.58349053,0.113
ZTF21aaocrlm,SN2021epp,08:10:55.27,-06:02:49.3,1292.69,r,18.8046,-17.43,34.457,13.533,20.924,SN Ic-BL,0.0385,14.64257304,0.15
ZTF21aaokvio,SN2021fmu,10:31:56.23,-15:57:19.6,1328.71,g,17.7555,-21.44,>59.874,32.894,>26.98,SLSN-II,0.14,35.21675499,0.193
ZTF21aaovhxe,SN2021feg,14:47:57.32,-22:11:19.3,1297.9,r,18.047,-19.27,26.348,13.277,13.071,SN Ia,0.06,33.20574528,0.276
ZTF21aapjqdl,SN2021fwr,13:45:09.34,-10:36:03.1,1292.83,g,18.4151,-19.52,24.999,8.614,16.385,SN Ia,0.08,50.08456175,0.176
ZTF21aapkvrd,SN2021gqc,15:07:47.95,-10:14:49.8,1306.94,r,17.694,-19.10,20.715,11.012,9.703,SN Ia,0.047,40.1038481,0.294
ZTF21aappcvm,SN2021fna,10:16:22.75,-23:11:58.0,1293.75,r,18.8035,-19.04,>7.169,7.169,>0,SN Ia,0.079,27.27132611,0.182
ZTF21aappdnv,SN2021hpx,09:31:06.25,-19:31:04.8,1329.71,r,18.2243,-21.80,>44.395,32.415,>11.98,SLSN-I,0.213,22.70063538,0.147
ZTF21aaprfkc,SN2021gwp,13:16:03.96,-15:30:14.3,1307.95,r,18.0867,-18.99,23.04,14.28,8.76,SN Ia,0.056,46.95092162,0.172
ZTF21aaprfqv,SN2021fxy,13:13:01.57,-19:30:45.1,1307.79,g,13.9347,-19.41,25.342,11.091,14.251,SN Ia,0.0094,43.06679013,0.261
ZTF21aapzgtu,SN2021gft,10:04:58.54,-18:22:47.6,1311.67,r,18.1196,-19.40,27.905,13.895,14.01,SN Ia,0.07,29.18621597,0.111
ZTF21aaqecpl,SN2021glv,17:10:21.71,-03:13:51.6,1307.96,r,17.6169,-18.82,23.143,11.169,11.974,SN Ia,0.029,20.70796014,1.138
ZTF21aaqprjz,SN2021gyh,13:03:51.86,-03:27:06.3,1304.77,g,18.8288,-18.99,18.137,9.87,8.267,SN Ia,0.08,59.27316146,0.081
ZTF21aaraqpr,SN2021hke,09:06:08.35,-03:17:50.9,1309.67,g,18.5441,-19.26,27.952,12.4,15.552,SN Ia,0.0804,27.80350072,0.058
ZTF21aarasvn,SN2021hkg,09:52:24.61,-11:13:26.8,1310.71,g,17.3276,-17.17,36.173,7.325,28.848,SN II,0.017,32.08224764,0.147
ZTF21aardybv,SN2021hlp,10:33:40.93,-03:42:23.9,1306.87,r,18.6098,-18.75,26.968,8.161,18.807,SN Ia,0.065,44.66704218,0.117
ZTF21aarhnwn,SN2021hup,11:54:05.97,-06:36:05.7,1321.77,r,17.9866,-18.73,27.473,19.657,7.816,SN Ia,0.049,53.52721203,0.093
ZTF21aarzgql,SN2021iet,13:35:19.71,-14:33:15.7,1317.82,r,18.9776,-19.36,33.361,17.4,15.961,SN Ia,0.1,46.97791203,0.148
ZTF21aasbxng,SN2021hwk,14:19:02.72,-07:23:26.1,1315.85,r,17.9845,-18.37,29.34,6.358,22.982,SN Ia,0.041,49.48515811,0.13
ZTF21aasuazz,SN2021ipf,11:37:50.57,-07:13:42.0,1323.73,r,18.272,-18.71,19.733,11.236,8.497,SN Ia,0.05573,51.29799944,0.078
ZTF21aatjavc,SN2021iov,09:26:38.84,-07:05:13.7,1325.69,g,18.0211,-18.96,23.597,9.865,13.732,SN Ia,0.05394,29.81349146,0.107
ZTF21aatlbsi,SN2021ipy,19:29:23.30,+74:04:41.3,1322.97,r,18.5563,-19.16,24.714,8.923,15.791,SN Ia,0.07,23.46880106,0.354
ZTF21aatnxwt,SN2021ipj,10:59:47.71,-07:00:27.7,1329.73,r,18.5296,-19.96,30.081,13.625,16.456,SN Ia-91T,0.11,46.46520082,0.081
ZTF21aatpsky,SN2021iso,11:57:21.46,-20:13:58.6,1321.77,r,18.0839,-17.66,22.965,9.294,13.671,SN II,0.031,40.8614764,0.13
ZTF21aatwkkg,SN2021jtu,10:39:13.68,-26:38:27.3,1334.67,g,18.8614,-19.84,>34.967,18.957,>16.01,SN IIn,0.113,27.53591989,0.184
ZTF21aaukcog,SN2021jaj,15:47:49.50,+71:36:09.5,1334.87,r,18.0969,-18.17,34.139,10.096,24.043,SN II,0.04,39.37571522,0.086
ZTF21aauuybx,AT2021jjm,14:39:30.65,-27:51:30.5,1322.83,g,18.9884,-20.51,27.649,5.636,22.013,TDE,0.153,29.20209741,0.28
ZTF21aavheiv,SN2021kcu,15:24:25.85,+70:19:40.4,1334.87,r,18.0112,-18.85,38.079,10.904,27.175,SN Ia,0.053,41.65632631,0.058
ZTF21aawihwx,SN2021jvp,14:20:46.93,-19:47:10.2,1328.77,r,18.6399,-18.01,13.082,7.879,5.203,SN Ia-91bg,0.044,38.33489772,0.293
ZTF21aawxdbc,SN2021koo,09:29:37.90,-06:56:18.3,1340.67,g,18.7401,-19.59,>20.12,16.1,>4.02,SN Ia,0.1,30.49400045,0.097
ZTF21aawzsew,SN2021kjh,13:19:52.00,+07:45:37.9,1336.78,g,17.6087,-19.13,20.92,5.08,15.84,SN Ia,0.04931,69.49372597,0.075
ZTF21aaxbgul,SN2021kjf,20:18:06.23,-02:10:49.4,1335.94,g,18.7795,-19.78,25.9,12.536,13.364,SN Ia,0.1,-20.22421724,0.29
ZTF21aaxhzru,SN2021kpw,16:14:10.65,+75:24:03.9,1339.89,g,18.5545,-18.98,21.917,9.087,12.83,SN Ia,0.07,35.68945648,0.091
ZTF21aaxjpsw,SN2021knh,09:10:08.65,-27:37:26.6,1335.67,r,17.0235,-18.88,>2.688,2.688,>0,SN Ia,0.03,13.72176472,0.406
ZTF21aaxtdrs,SN2021kre,13:44:52.82,-07:07:01.5,1340.84,g,18.5495,-19.21,21.603,9.359,12.244,SN Ia,0.07692,53.39186577,0.103
ZTF21aaxtjvm,SN2021kqt,12:47:05.71,+71:19:50.3,1336.76,g,18.9853,-19.43,34.115,7.933,26.182,SN Ia,0.107,45.79351872,0.043
ZTF21aaxwpyv,SN2021fpl,20:14:18.61,-18:10:56.5,1342.94,r,17.5061,-21.23,>51.309,>7.96,43.349,SLSN-I,0.115,-26.19418356,0.259
ZTF21aaylweu,SN2021lmr,16:29:59.15,-18:20:54.5,1341.9,r,18.8414,-19.46,34.456,11.008,23.448,SN Ia,0.052,20.20357819,1.845
ZTF21aayqdwk,SN2021ljs,13:25:58.13,-26:27:52.9,1344.77,g,18.0496,-19.23,28.684,10.394,18.29,SN Ia,0.06,35.76707753,0.164
ZTF21aayqrgx,SN2021lax,14:09:21.24,+72:07:02.1,1349.81,r,18.5521,-17.27,30.527,11.069,19.458,SN Ib,0.033,43.75709384,0.059
ZTF21aayqycm,SN2021leb,15:46:38.31,-07:09:30.0,1346.9,r,18.8333,-19.50,30.075,12.199,17.876,SN Ia,0.09,35.48774884,0.424
ZTF21aazcune,SN2021lgl,16:04:01.11,-14:26:02.2,1345.88,g,18.9195,-19.66,>36.093,15.113,>20.98,SN Ia,0.09,27.47989901,0.496
ZTF21aazfkyj,SN2021lia,20:10:05.08,-19:58:55.8,1357.96,r,18.0348,-19.41,23.615,14.633,8.982,SN Ia,0.062,-25.92817265,0.35
ZTF21aazqkeq,SN2021lmt,15:41:45.03,-03:54:37.0,1345.84,r,18.0269,-17.92,23.198,4.411,18.787,SN II,0.0283,38.51551931,0.609
ZTF21aazwtoz,SN2021lsr,12:59:05.97,-25:22:34.9,1355.75,g,17.3596,-19.18,>26.754,8.794,>17.96,SN Ia,0.04,37.46290118,0.284
ZTF21abaiicy,SN2021lyi,10:14:58.17,-03:32:20.3,1356.73,r,18.4626,-19.23,>18.706,9.756,>8.95,SN Ia,0.07632,41.37927278,0.09
ZTF21abbgkgc,SN2021mqf,10:41:02.61,-03:56:14.1,1362.73,r,18.6485,-19.28,>23.071,12.091,>10.98,SN Ia,0.083,45.78308711,0.158
ZTF21abboibr,SN2021mku,11:21:46.37,-05:28:45.2,1359.75,g,17.9315,-17.36,>24.052,6.092,>17.96,SN Ia,0.025,50.84485768,0.109
ZTF21abbwajr,SN2021mqh,11:39:50.47,-07:36:26.6,1359.75,g,16.7921,-18.37,>19.569,4.599,>14.97,SN II,0.0233,51.17747328,0.123
ZTF21abbytmm,SN2021msv,13:00:23.78,-11:57:55.7,1362.69,g,17.6544,-19.34,20.931,8.317,12.614,SN Ia,0.054,50.84579603,0.117
ZTF21abcbfsr,SN2021nlg,11:55:20.08,-18:50:44.8,1359.71,r,18.3729,-16.71,>18.212,5.232,>12.98,SN II,0.02292,42.05721832,0.125
ZTF21abcgufz,SN2021pib,18:56:21.08,-23:44:42.2,1367.9,r,18.236,-19.52,19.241,8.046,11.195,SN Ia,0.067,-11.59968283,0.519
ZTF21abcmzvk,SN2021nli,14:02:12.66,-18:45:16.1,1363.8,g,18.1477,-17.72,26.606,2.006,24.6,SN II,0.03006,41.01560761,0.252
ZTF21abdahai,SN2021msw,22:21:59.80,-10:11:15.3,1364.98,r,18.6223,-17.68,>31.961,>0,>31.961,SN II,0.04,-50.97672657,0.135
ZTF21abduoun,SN2021omy,17:38:35.59,+73:14:20.0,1386.87,r,18.7604,-18.17,28.168,15.299,12.869,SN II,0.054,31.1194889,0.089
ZTF21abebgfr,SN2021osr,21:34:51.91,-07:26:54.5,1399.88,r,18.0316,-19.91,157.734,26.891,130.843,SN IIn,0.08545,-39.52400694,0.087
ZTF21abeeewf,SN2021pbf,14:51:27.62,-11:54:02.0,1380.73,g,18.1895,-19.51,23.804,5.595,18.209,SN Ia,0.07,41.30853193,0.228
ZTF21abflhkz,SN2021pjs,22:07:47.34,-02:29:03.4,1385.87,r,18.757,-16.95,27.017,9.953,17.064,SN II,0.032,0.0,0.0
ZTF21abflnze,SN2021mfg,20:25:24.13,-22:43:11.0,1386.9,r,18.8944,-18.30,>14.521,>0,>14.521,SN Ia,0.059,-30.22110512,0.171
ZTF21abfqvjb,SN2021pmq,20:04:47.99,-03:32:27.5,1385.88,r,18.7446,-18.45,19.949,8.46,11.489,SN Ia,0.04682,-17.91902088,0.783
ZTF21abfrbsj,AT2021kzk,23:48:03.61,-02:24:20.2,1376.95,r,18.1464,-16.75,>10.944,>0,>10.944,SN II,0.02127,-60.99276367,0.096
ZTF21abfxjik,SN2021poa,23:09:44.60,-07:34:35.2,1386.88,r,18.6775,-19.14,>23.306,>8.94,14.366,SN Ia,0.08,-58.97061815,0.123
ZTF21abfxjkq,SN2021kmz,23:04:53.86,-06:32:32.3,1386.88,r,17.3779,-17.29,>35.444,>8.94,26.504,SN II,0.01993,0.0,0.0
ZTF21abgxudc,SN2021qgs,15:48:22.00,+69:23:09.1,1390.74,g,16.4435,-18.97,18.691,8.254,10.437,SN Ia,0.0264,40.64008181,0.111
ZTF21abgzlyi,SN2021qgc,22:15:11.14,-03:39:30.3,1395.92,g,17.7219,-19.60,22.142,9.6,12.542,SN Ia,0.059,-45.94888781,0.229
ZTF21abhfzzs,SN2021qqr,17:09:29.71,-22:26:51.6,1394.81,r,18.2367,-18.74,23.479,9.095,14.384,SN Ia-91bg,0.03095,10.35930014,1.608
ZTF21abhthvj,SN2021qta,21:32:12.35,-10:24:38.0,1396.94,g,18.2499,-19.28,21.102,9.586,11.516,SN Ia,0.0689,-40.33795508,0.116
ZTF21abhvquj,SN2021qvc,21:03:27.20,-15:19:34.3,1402.91,r,18.3909,-19.65,19.081,7.983,11.098,SN Ia,0.088,-36.01900818,0.129
ZTF21abhwnvw,SN2021qvb,19:56:33.26,-11:28:01.9,1400.92,r,18.3927,-19.09,23.343,10.945,12.398,SN Ia,0.06204,-19.58160518,0.386
ZTF21abicckd,SN2021nkb,21:25:29.23,-22:56:38.9,1394.95,r,17.5092,-18.69,>17.628,>3.04,14.588,SN Ia,0.038,-43.47941226,0.141
ZTF21abiewrh,SN2021raw,23:48:39.96,-19:47:28.0,1397.96,g,18.1991,-19.59,>32.96,>7.01,25.95,SN Ia,0.08,-73.86229676,0.058
ZTF21abizmnw,SN2021sco,21:40:11.65,-15:58:42.1,1406.95,r,18.122,-18.85,31.574,25.706,5.868,SN Ia,0.054,-44.43705834,0.141
ZTF21abjbnhh,SN2021ryz,15:12:01.17,-03:13:20.2,1415.69,r,16.2149,-18.97,26.734,10.31,16.424,SN Ia,0.02161,44.50378638,0.4
ZTF21abjbukd,SN2021sev,13:28:34.96,+32:09:04.3,1417.69,g,18.3438,-18.42,>19.468,17.468,>2,SN II,0.0511,80.4997852,0.031
ZTF21abjtncs,SN2021sfj,13:49:19.38,-10:17:16.1,1415.68,r,17.7163,-19.14,>13.15,11.12,>2.03,SN Ia,0.051,50.03714575,0.151
ZTF21abkezqs,SN2021spq,22:58:10.38,-10:31:34.1,1411.9,g,18.6961,-19.50,20.67,9.228,11.442,SN Ia,0.093,-58.60656713,0.12
ZTF21abmdfyi,SN2021qgr,01:15:37.75,-06:35:29.2,1410.94,r,17.9003,-17.06,>33.303,>0,>33.303,SN II,0.02113,-68.673996,0.196
ZTF21abmqpja,SN2021tpf,21:56:57.57,-18:21:03.2,1424.81,g,18.9119,-19.43,22.673,12.468,10.205,SN Ia,0.1,-49.03314324,0.112
ZTF21abmwghp,SN2021tth,22:04:24.03,-23:34:38.3,1428.92,g,17.8207,-19.75,21.01,7.385,13.625,SN Ia,0.072,-52.26519866,0.075
ZTF21abmwgow,SN2021ttg,22:11:45.01,-18:07:44.7,1423.92,r,18.9293,-18.51,>25.144,10.224,>14.92,SN Ia,0.068,-52.23683901,0.09
ZTF21abothvq,SN2021uib,21:09:17.32,-06:48:50.4,1435.88,g,17.2143,-20.00,25.741,11.984,13.757,SN Ia,0.0576,-33.65281055,0.179
ZTF21abouznj,SN2021uuh,01:55:52.85,-10:28:22.7,1434.96,r,18.0314,-18.82,30.793,12.652,18.141,SN II,0.053,-67.46962282,0.054
ZTF21abowrey,SN2021uvb,17:04:49.37,-24:03:51.2,1435.69,g,17.1062,-19.27,26.907,10.928,15.979,SN Ia,0.028,10.28914276,0.802
ZTF21abplypq,SN2021uks,21:03:48.20,-26:31:16.8,1440.79,r,18.5791,-17.43,52.861,23.945,28.916,SN II,0.034,-39.67176653,0.201
ZTF21abpmlxu,SN2021uru,02:52:22.67,-18:41:47.5,1477.9,r,17.394,-19.53,>93.728,>42.96,50.768,SN IIn,0.054,-60.98735865,0.086
ZTF21abpxsck,SN2021ula,01:44:15.75,-11:05:30.3,1426.97,g,18.9889,-17.63,41.864,8.387,33.477,SN II,0.047,-69.71658104,0.062
ZTF21abqfpsc,SN2021umz,19:26:34.47,-26:20:50.8,1442.73,r,18.285,-19.58,30.539,12.538,18.001,SN Ia-91T,0.076,-18.91499756,0.308
ZTF21abrapmf,SN2021vcy,21:40:57.03,-22:06:18.1,1442.79,g,18.2828,-19.27,26.679,8.651,18.028,SN Ia,0.07,-46.66611654,0.109
ZTF21abrluay,SN2021vfh,01:31:38.36,+31:59:23.7,1477.78,r,18.2642,-17.00,91.653,44.976,46.677,SN II,0.025,-30.11148114,0.122
ZTF21abrzsak,SN2021qwf,00:57:47.30,-27:30:11.0,1435.96,r,18.6757,-15.88,>32.455,>0,>32.455,SN II-pec,0.01848,-88.54048032,0.058
ZTF21abscohx,SN2021vnx,19:03:36.84,-27:24:10.0,1439.71,r,18.625,-18.09,29.03,4.703,24.327,SN Ia,0.041,-14.58526246,0.565
ZTF21abtcftb,SN2021hcz,03:39:29.91,-18:41:30.1,1439.94,g,17.6484,-11.97,>35.008,>0,>35.008,SN Ia,0.00176,-50.5779111,0.178
ZTF21abtcgoh,SN2021qqu,03:37:51.93,-14:58:33.7,1464.91,r,14.9859,-14.81,>72.785,>24.96,47.825,SN II,0.002,-49.52512848,0.157
ZTF21abulpnc,SN2021wly,00:43:02.04,-06:24:47.9,1488.82,r,17.197,-19.91,312.694,31.784,280.91,SN IIn,0.057,-69.18892252,0.166
ZTF21abultbr,SN2021wqd,07:57:18.95,+58:31:25.1,1449.99,r,18.5704,-16.17,>72.017,>3,69.017,SN II,0.01974,31.37487846,0.104
ZTF21abuxuxj,SN2021wjn,03:44:41.55,-10:11:40.8,1459.94,g,16.5723,-18.34,26.05,8.628,17.422,SN Ia,0.02,-45.89343894,0.198
ZTF21abuyyxi,SN2021wvf,19:29:55.83,-23:55:16.7,1460.73,r,18.1671,-18.72,35.532,11.645,23.887,SN Ia,0.05,-18.71672442,0.247
ZTF21abvbdyr,SN2021wvz,20:51:08.85,-18:37:33.4,1463.75,r,17.2139,-17.60,19.129,11.127,8.002,SN II,0.02,-34.49930058,0.161
ZTF21abvcugy,SN2021wwf,03:24:24.54,-18:43:33.8,1460.96,r,18.3224,-17.19,24.234,14.807,9.427,SN Ib/c,0.028,-53.93809297,0.121
ZTF21abvcuhk,SN2021xbg,02:23:56.45,-06:42:03.7,1458.88,r,18.8436,-16.92,18.335,10.321,8.014,SN Ib/c,0.0319,-60.00742506,0.083
ZTF21abvhxyk,SN2021xan,21:51:11.15,-07:14:40.5,1465.84,r,18.518,-18.92,26.354,10.767,15.587,SN Ia,0.068,-42.93015564,0.096
ZTF21abviabc,SN2021wyn,00:41:12.06,-14:42:02.5,1464.9,r,18.0104,-18.87,53.5,15.536,37.964,SN II,0.05346,-77.34585799,0.064
ZTF21abvtikp,SN2021wzy,21:38:34.85,-18:22:08.7,1465.69,r,18.9673,-19.17,30.507,11.607,18.9,SN Ia,0.093,-44.95243637,0.108
ZTF21abvvivq,SN2021xes,23:05:06.94,-11:22:27.9,1468.93,g,18.4654,-19.35,25.909,11.683,14.226,SN Ia,0.079,-60.48391371,0.106
ZTF21abvvuhm,SN2021wzo,23:05:16.52,-14:23:28.3,1459.86,r,18.9621,-18.97,21.454,12.748,8.706,SN Ia,0.085,-62.19568323,0.09
ZTF21abvxguf,SN2021xge,03:44:06.87,-11:36:41.0,1464.98,r,18.6846,-19.08,36.476,11.197,25.279,SN Ia,0.076,-46.6851581,0.192
ZTF21abwdzio,SN2021xgd,02:25:24.10,-18:14:42.4,1467.96,g,17.8136,-19.50,25.961,9.068,16.893,SN Ia,0.063,-66.62882979,0.099
ZTF21abwurky,SN2021xkm,01:15:50.63,-15:54:18.9,1470.88,g,17.3049,-19.55,19.704,6.745,12.959,SN Ia,0.05233,-77.42941778,0.06
ZTF21abxdibe,SN2021xpk,01:49:35.62,-23:12:03.9,1465.92,g,18.5402,-19.59,21.446,7.278,14.168,SN Ia,0.094,-76.27768697,0.045
ZTF21abxjcdc,SN2021ybw,21:58:12.37,-11:28:22.1,1477.8,g,18.5436,-19.52,40.663,13.391,27.272,SN Ia,0.087,-46.50045416,0.134
ZTF21abxknvv,SN2021xuj,23:25:08.08,-11:17:15.5,1472.91,g,18.602,-19.44,24.668,10.916,13.752,SN Ia,0.088,-64.27274249,0.095
ZTF21abxmxut,SN2021xuc,04:39:11.70,-03:54:54.0,1523.79,r,18.2698,-16.52,>83.193,66.083,>17.11,SN II,0.02,-31.03172079,0.129
ZTF21abxnjeg,SN2022acln,04:18:53.91,-10:52:10.2,1922.75,g,18.0753,-19.25,23.072,8.075,14.997,SN Ia,0.062,-38.73409512,0.141
ZTF21abxnulm,SN2021yui,07:37:42.01,+58:38:51.7,1470.97,r,18.319,-19.38,23.222,9.72,13.502,SN Ia,0.075,28.83196733,0.144
ZTF21abxtfwo,SN2021xwg,23:39:58.30,-22:47:19.6,1488.79,r,17.0209,-18.36,58.509,23.818,34.691,SN IIn,0.027,-73.24832783,0.062
ZTF21abybgjx,SN2021xzl,23:04:09.29,-06:25:14.0,1474.75,r,17.8702,-18.67,24.407,9.949,14.458,SN Ia,0.04467,-57.16687873,0.119
ZTF21abychwq,SN2021xzk,00:40:37.51,-14:07:57.8,1479.86,r,18.1386,-18.83,23.495,15.076,8.419,SN Ia,0.05558,-76.7619952,0.058
ZTF21abzbuvf,SN2021yik,00:30:01.85,-03:01:52.7,1480.95,r,18.653,-19.63,23.199,13.055,10.144,SN Ia,0.1,-65.3649413,0.087
ZTF21acafwof,SN2021ywe,07:27:35.97,+57:10:14.6,1477.97,g,17.429,-19.14,27.199,15.586,11.613,SN Ia,0.04254,27.32097011,0.197
ZTF21acajcyb,SN2021yry,20:57:18.26,-15:15:13.0,1484.73,r,18.7317,-19.12,>31.938,12.998,>18.94,SN Ia,0.08,-34.62293488,0.158
ZTF21acbpdlz,SN2021yuj,19:53:31.63,-22:47:57.9,1485.67,g,17.5167,-19.45,24.485,10.776,13.709,SN Ia,0.04756,-23.3445334,0.324
ZTF21accgsbf,SN2021yyy,22:40:07.55,-05:00:12.5,1526.67,r,17.6493,-20.51,>39.993,22.983,>17.01,SN IIn,0.093,-51.70005528,0.134
ZTF21accwovq,SN2021zcl,05:09:14.45,-06:03:13.8,1523.79,r,18.398,-20.40,53.268,39.168,14.1,SLSN-I,0.117,-25.45414501,0.289
ZTF21accyvil,SN2021zdx,03:07:04.57,-15:25:34.6,1484.9,g,18.4853,-19.12,35.886,7.957,27.929,SN Ia,0.0715,-56.43922616,0.115
ZTF21acdcxfz,SN2021zfr,03:00:31.54,-14:57:20.5,1496.86,g,16.3942,-19.51,25.816,12.549,13.267,SN Ia,0.032,-57.63894964,0.162
ZTF21acdezwk,SN2021zet,21:52:13.34,-23:22:37.0,1483.74,g,17.6156,-18.21,28.621,6.678,21.943,SN II,0.032,-49.51331513,0.1
ZTF21acdsnsh,SN2021zho,08:31:36.64,-05:29:44.6,1501.01,r,16.2194,-18.77,19.406,8.134,11.272,SN Ia,0.022,19.34957997,0.125
ZTF21acdvfjr,SN2021zsz,06:10:33.31,-14:32:19.9,1488.94,r,18.4401,-18.22,25.192,8.478,16.714,SN Ia-91bg,0.03574,-15.50555758,0.85
ZTF21aceaiqm,SN2021zwy,23:09:03.46,-15:47:03.6,1489.81,g,18.802,-19.46,32.955,10.104,22.851,SN Ia,0.097,-63.69170621,0.095
ZTF21aceccve,SN2021zrr,02:40:23.01,-18:26:13.2,1488.92,r,18.5012,-18.67,35.627,8.937,26.69,SN Ia,0.061,-63.49627859,0.065
ZTF21aceqhth,SN2021zom,03:58:15.48,-18:33:49.5,1488.9,g,18.7866,-19.28,26.658,5.796,20.862,SN Ia,0.089,-46.36294721,0.09
ZTF21aceqrju,SN2021aaev,01:23:07.82,-03:11:13.1,1520.79,g,17.884,-21.44,>45.997,24.007,>21.99,SN II,0.156,-64.88787113,0.1
ZTF21aceujob,SN2021aaem,23:57:23.39,-15:43:13.4,1497.86,g,18.5412,-19.48,25.547,9.049,16.498,SN Ia,0.088,-73.04444377,0.08
ZTF21acfcgnk,SN2021aaht,21:54:49.27,-14:53:34.4,1504.71,g,18.2796,-19.44,25.716,12.794,12.922,SN Ia,0.075,-47.24645977,0.122
ZTF21acfjxdx,SN2021aagz,10:00:59.17,+07:08:17.8,1490.02,r,17.7312,-19.48,>26.321,>0,>26.321,SN Ia-SC,0.06174,44.95633409,0.074
ZTF21acguqsc,SN2021abgc,08:27:57.39,-05:39:52.9,1501.01,r,18.7676,-18.77,>34.829,>21.01,13.819,SN Ia,0.071,18.48425184,0.1
ZTF21acgxwlz,SN2021abds,23:47:07.08,-15:32:01.3,1509.74,r,18.2411,-19.25,26.99,12.264,14.726,SN Ia,0.07,-71.09304588,0.078
ZTF21acgxypn,SN2021aazw,23:47:34.29,-07:48:25.0,1509.76,r,18.4446,-16.66,38.937,13.485,25.452,SN Ic-BL,0.02356,-65.45869851,0.087
ZTF21acgyzel,SN2021abam,01:08:12.23,-19:47:23.9,1503.8,r,18.3423,-18.34,23.732,5.051,18.681,SN Ia,0.049,-81.71746615,0.052
ZTF21achaubw,SN2021aaqc,19:51:14.30,-07:05:47.3,1502.7,r,18.3964,-19.42,23.036,9.007,14.029,SN Ia,0.064,-16.50919471,0.707
ZTF21achaudk,SN2021abbg,19:52:32.15,-10:09:44.2,1512.65,r,17.653,-19.27,22.971,11.586,11.385,SN Ia,0.0455,-18.13358177,0.542
ZTF21achauvx,SN2021abbh,16:37:41.78,+75:00:02.6,1504.68,g,17.3331,-19.04,22.595,6.877,15.718,SN Ia,0.041,34.56665192,0.108
ZTF21achjcui,SN2021abiu,07:56:44.50,-02:59:40.3,1509.93,g,17.9483,-19.04,20.772,7.717,13.055,SN Ia,0.054,13.06253919,0.111
ZTF21achjdaa,SN2021aabw,05:29:38.23,-23:59:33.6,1500.98,r,17.08,-18.72,>17.539,>4.02,13.519,SN Ia,0.032,-28.00180884,0.116
ZTF21achkgap,SN2021abif,10:24:29.35,-06:18:49.9,1501.03,r,17.3219,-19.44,>23.709,>0,>23.709,SN Ia,0.05,41.2047264,0.1
ZTF21achrlmg,SN2021aboz,00:35:18.92,-19:53:41.8,1511.76,r,18.3311,-19.05,31.056,12.164,18.892,SN Ia,0.067,-81.87885066,0.067
ZTF21acirmcv,SN2021acbi,22:02:20.95,-11:28:34.5,1517.65,g,17.9936,-19.71,25.557,5.079,20.478,SN Ia,0.074,-47.40104866,0.131
ZTF21acirtph,SN2021aclt,22:26:18.24,-07:29:08.4,1520.68,g,18.8917,-19.51,>33.086,13.086,>20,SN Ia,0.101,-50.41751673,0.141
ZTF21acissla,SN2021achr,00:22:23.67,-19:47:37.0,1540.73,r,18.7863,-16.41,>27.456,27.456,>0,SN II,0.02485,-80.09762692,0.05
ZTF21aciwixf,SN2021acnz,00:36:22.80,-10:05:46.0,1526.73,r,18.4699,-16.29,>31.851,17.771,>14.08,SN Ib,0.02,-72.60182209,0.095
ZTF21acixxub,SN2021acxz,23:47:58.11,-07:25:11.6,1524.8,g,18.5837,-19.46,>26.963,8.123,>18.84,SN Ia,0.089,-65.20217465,0.075
ZTF21acizlcg,SN2021actu,03:36:05.26,-19:13:34.0,1527.84,r,18.4857,-17.12,>15.424,10.404,>5.02,SN IIb,0.029,-51.51848624,0.143
ZTF21acjbcqw,SN2021acls,21:46:32.92,-14:38:58.1,1517.61,r,18.4586,-17.73,>28.87,13.8,>15.07,SN IIP,0.03809,-45.32050365,0.126
ZTF21acjrfhr,SN2021actw,01:11:51.33,-19:28:51.9,1527.75,r,18.5308,-19.33,>25.584,10.644,>14.94,SN Ia,0.084,-81.03324653,0.039
ZTF21acjxiqw,SN2021acvc,05:30:38.11,-22:54:01.2,1530.88,r,18.794,-16.96,>43.983,24.023,>19.96,SN IIP,0.03141,-27.42167177,0.106
ZTF21acjxjpu,SN2021acwh,06:05:22.81,-27:56:04.1,1537.88,r,17.8105,-17.83,>28.728,15.768,>12.96,SN Ic,0.03,-21.75049854,0.087
ZTF21ackbbfs,SN2021adcr,21:58:03.24,-18:10:17.7,1532.67,g,17.4282,-19.16,25.969,7.985,17.984,SN Ia,0.045,-49.21305008,0.114
